id,original_language,original_title,overview,release_date,vote_average,director,genres,keywords,final,clean
42889,en,The Virginity Hit,"Four guys, one camera, and their experience chronicling the exhilarating and terrifying rite of passage: losing your virginity. As these guys help their buddy get laid, they'll have to survive friends with benefits, Internet hookups, even porn stars during an adventure that proves why you will always remember your first time.",2010-09-10,4.6,Huck Botko,Comedy,loss of virginity teenage boy teen comedy teenage sexuality found footage sex comedy virginity,loss of virginity teenage boy teen comedy teenage sexuality found footage sex comedy virginity Comedy Huck Botko,  loss of virgin teenag boy teen comedi teenag sexual found footag sex comedi virgin comedi huck botko
10656,fr,Subway,"Fred, a raffish safe blower, takes refuge in the Paris Metro after being chased by the henchmen of a shady businessman from whom he has just stolen some documents. While hiding out in the back rooms and conduits of the Metro, Fred encounters a subterranean society of eccentric characters and petty criminals. Despite being pursued by the henchmen, Fred finds the time to flirt with Héléna, blow a safe, rob a train, evade the hapless Metro police, and start a rock band",1985-04-10,6.3,Luc Besson,Action Thriller,paris culture clash subway metropolis blackmail document criminal socialite punk band,paris culture clash subway metropolis blackmail document criminal socialite punk band Action Thriller Luc Besson,  pari cultur clash subway metropoli blackmail document crimin socialit punk band action thriller luc besson
24363,en,House of D,"An American artist living a bohemian existence in Paris, Tom Warshaw (David Duchovny) is trying to make sense of his troubled adult life by reflecting upon his extraordinary childhood.",2005-04-15,6.1,David Duchovny,Comedy Drama,self-discovery friendship,self-discovery friendship Comedy Drama David Duchovny,  friendship comedi drama david duchovni
13121,en,Teeth,"Dawn is an active member of her high-school chastity club but, when she meets Tobey, nature takes its course, and the pair answer the call. They suddenly learn she is a living example of the vagina dentata myth, when the encounter takes a grisly turn.",2007-01-19,5.2,Mitchell Lichtenstein,Comedy Horror,, Comedy Horror Mitchell Lichtenstein,  comedi horror mitchel lichtenstein
24746,en,Six-String Samurai,"In a post-apocalyptic world where the Russians have taken over a nuked USA and Elvis is king of Lost Vegas, Buddy is a '50s rocker and wandering warrior rolled into one, too-cool package. Armed with his six-string in one hand and his sword in the other, Buddy is on his way to Vegas to succeed Elvis as King. Along the way, he saves an orphan who decides to tag along.",1998-09-18,5.8,Lance Mungia,Action Adventure Science Fiction,independent film,independent film Action Adventure Science Fiction Lance Mungia,  independ film action adventur scienc fiction lanc mungia
325140,en,Hum To Mohabbat Karega,"Raju, a waiter, is in love with the famous TV reporter Greeta Kapoor. After a man is murdered, Kapoor shows up at Raju's door to ask him some questions - it turns out that Raju served the dead man his last supper, and the authorities hope that he might be able to help them. Raju lies and says that he was an eye witness, in order to spend more time with Kapoor. He gives the police a false description of the killer, but it matches his best friend Kutti, so soon Kutti is wanted by the police, and the Mafia, who is responsible for the killing, is after Raju.",2000-05-26,0.0,,,,, 
12109,en,It's All Gone Pete Tong,"Its All Gone Pete Tong is a comedy following the tragic life of legendary Frankie Wilde. The story takes us through Frankie's life from one of the best DJ's alive, through subsequent battle with a hearing disorder, culminating in his mysterious disappearance from the scene.",2004-09-12,7.1,Michael Dowse,Drama Comedy Music,disc jockey loss of family cocaine comeback recording studio british ibiza based on true story disabled,disc jockey loss of family cocaine comeback recording studio british ibiza based on true story disabled Drama Comedy Music Michael Dowse,  disc jockey loss of famili cocain comeback record studio british ibiza base on true stori disabl drama comedi music michael dows
27023,en,Saint John of Las Vegas,An ex-gambler is lured back into the game by a veteran insurance-fraud investigator.,2009-06-10,5.9,Hue Rhodes,Comedy,independent film aftercreditsstinger,independent film aftercreditsstinger Comedy Hue Rhodes,  independ film aftercreditssting comedi hue rhode
22913,en,24 7: Twenty Four Seven,"In a typical English working-class town, the juveniles have nothing more to do than hang around in gangs. One day, Alan Darcy, a highly motivated man with the same kind of youth experience, starts trying to get the young people off the street and into doing something they can believe in: Boxing. Darcy opens a boxing club, aiming to bring the rival gangs together.",1997-08-31,6.3,Shane Meadows,Comedy Drama Romance,transporter sport friends nottingham,transporter sport friends nottingham Comedy Drama Romance Shane Meadows,  transport sport friend nottingham comedi drama romanc shane meadow
273899,en,Stonewall,"""Stonewall"" is a drama about a young man in New York caught up during the 1969 Stonewall Riots, a pivotal event widely considered the starting point for the modern gay civil rights movement.",2015-09-18,5.2,Roland Emmerich,Drama,stonewall riot,stonewall riot Drama Roland Emmerich,  stonewal riot drama roland emmerich
20653,en,Roadside Romeo,"This is the story of Romeo. A dude who was living the life. He had the works - the mansion to live in, the chicks to party with and the cars to be driven around in. Until one day, the family he was the favourite pet of, decided to move and left him back, abandoned on the mean streets of Mumbai. Romeo is now faced with situations he has never been in before. He encounters four strays, who scare the daylights out of him. But soon, he smooth talks his way into their hearts and he makes friends. Then, Romeo finds love! He encounters the beautiful, ravishing Laila, the most beautiful girl he has ever seen - and he loses his heart to her at first sight. Finally, he encounters a villain! The dreaded Don of the area - Charlie Anna. The Don who everyone is scared of. So hop on to the adventure as Romeo, wins friendship, love and a new life - in spite of Charlie Anna and his gang!",2008-10-24,6.7,,Animation Family Foreign,,, 
67373,en,This Thing of Ours,"Using the Internet and global satellites, a group of gangsters pull off the biggest bank heist in the Mafia's history.",2005-01-01,5.0,Danny Provenzano,Drama Action Thriller,heist mafia internet,heist mafia internet Drama Action Thriller Danny Provenzano,  heist mafia internet drama action thriller danni provenzano
171759,en,The Lost Medallion: The Adventures of Billy Stone,A man who stops into a foster home to drop off some donations soon tells the kids a story about two teenage friends who uncover a long-lost medallion that transports them back in time.,2013-03-01,5.6,Bill Muir,Adventure Family,, Adventure Family Bill Muir,  adventur famili bill muir
206296,en,The Last Five Years,"In New York, a struggling actress and a successful writer sing about their failed marriage from two perspectives.",2014-11-03,5.5,Richard LaGravenese,Comedy Drama Music Romance,wife musical marriage divorce,wife musical marriage divorce Comedy Drama Music Romance Richard LaGravenese,  wife music marriag divorc comedi drama music romanc richard lagravenes
